Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2020-04-14,18338500813636.89,5963277630312.32,24301778443949.21,1,2020,3,2020,2,04,14
2020-04-13,18230750748315.02,5962339872819.78,24193090621134.80,1,2020,3,2020,2,04,13
2020-04-10,18230748262703.22,5980327611008.67,24211075873711.89,1,2020,3,2020,2,04,10
2020-04-09,18230730588326.65,5990940150877.70,24221670739204.35,1,2020,3,2020,2,04,09
2020-04-08,18110326875954.74,6001505173930.16,24111832049884.90,1,2020,3,2020,2,04,08
2020-04-07,18004963300482.19,6006560016171.17,24011523316653.36,1,2020,3,2020,2,04,07
2020-04-06,17919267151226.25,5997945512631.34,23917212663857.59,1,2020,3,2020,2,04,06
2020-04-03,17918595311923.59,5989735061841.82,23908330373765.41,1,2020,3,2020,2,04,03
2020-04-02,17834239216864.28,5999588971994.26,23833828188858.54,1,2020,3,2020,2,04,02
2020-04-01,17719077528190.93,5983182830719.25,23702260358910.18,1,2020,3,2020,2,04,01
2020-03-31,17674771266474.08,6012099546166.00,23686870812640.08,1,2020,2,2020,1,03,31
2020-03-30,17554731018699.21,6010324969544.04,23565055988243.25,1,2020,2,2020,1,03,30
2020-03-27,17553231839939.21,5981808048557.21,23535039888496.42,1,2020,2,2020,1,03,27
2020-03-26,17535603326374.89,5979198664130.74,23514801990505.63,1,2020,2,2020,1,03,26
2020-03-25,17530771851107.63,6011750886314.88,23542522737422.51,1,2020,2,2020,1,03,25
2020-03-24,17530592687171.67,6020993346212.75,23551586033384.42,1,2020,2,2020,1,03,24
2020-03-23,17507401138252.23,6010453915906.78,23517855054159.01,1,2020,2,2020,1,03,23
2020-03-20,17506352913010.65,6008182077907.88,23514534990918.53,1,2020,2,2020,1,03,20
2020-03-19,17505933295301.02,6009728152255.63,23515661447556.65,1,2020,2,2020,1,03,19
2020-03-18,17506638952920.28,6006952045253.80,23513590998174.08,1,2020,2,2020,1,03,18
2020-03-17,17506099534102.63,6021994383555.02,23528093917657.65,1,2020,2,2020,1,03,17
2020-03-16,17495252134765.03,6005506923878.49,23500759058643.52,1,2020,2,2020,1,03,16
2020-03-13,17441348876495.70,6001049359377.36,23442398235873.06,1,2020,2,2020,1,03,13
2020-03-12,17438473384294.44,6001449642963.93,23439923027258.37,1,2020,2,2020,1,03,12
2020-03-11,17484869638273.14,5998175732142.33,23483045370415.47,1,2020,2,2020,1,03,11
2020-03-10,17484257950944.52,6014439295387.99,23498697246332.51,1,2020,2,2020,1,03,10
2020-03-09,17470244172300.89,6003294663716.14,23473538836017.03,1,2020,2,2020,1,03,09
2020-03-06,17470002273480.20,5998665528467.58,23468667801947.78,1,2020,2,2020,1,03,06
2020-03-05,17469371163304.52,5999788699919.56,23469159863224.08,1,2020,2,2020,1,03,05
2020-03-04,17463941870439.26,5996660991084.00,23460602861523.26,1,2020,2,2020,1,03,04
2020-03-03,17458614220504.75,5996202564806.56,23454816785311.31,1,2020,2,2020,1,03,03
2020-03-02,17445649600708.22,5995195501723.68,23440845102431.90,1,2020,2,2020,1,03,02
2020-02-28,17413049915879.80,5996909234363.83,23409959150243.63,1,2020,2,2020,1,02,28
2020-02-27,17387809848199.62,6034876946308.25,23422686794507.87,1,2020,2,2020,1,02,27
2020-02-26,17389166301912.36,6037414308797.60,23426580610709.96,1,2020,2,2020,1,02,26
2020-02-25,17389166532970.41,6049647825300.09,23438814358270.50,1,2020,2,2020,1,02,25
2020-02-24,17365321695717.52,6040987908210.21,23406309603927.73,1,2020,2,2020,1,02,24
2020-02-21,17365452897838.30,6032577031339.42,23398029929177.72,1,2020,2,2020,1,02,21
2020-02-20,17364593991112.41,6027999926067.54,23392593917179.95,1,2020,2,2020,1,02,20
2020-02-19,17325696041762.02,6027522956398.81,23353218998160.83,1,2020,2,2020,1,02,19
2020-02-18,17325065170525.81,6025950212857.97,23351015383383.78,1,2020,2,2020,1,02,18
2020-02-14,17288287556566.37,6016522567520.97,23304810124087.34,1,2020,2,2020,1,02,14
2020-02-13,17288291326720.19,6017005824413.78,23305297151133.97,1,2020,2,2020,1,02,13
2020-02-12,17259686140675.27,6014412810818.81,23274098951494.08,1,2020,2,2020,1,02,12
2020-02-11,17259765072099.52,6030569483582.84,23290334555682.36,1,2020,2,2020,1,02,11
2020-02-10,17233671419422.30,6022684697752.75,23256356117175.05,1,2020,2,2020,1,02,10
2020-02-07,17233860739553.31,6017169208404.46,23251029947957.77,1,2020,2,2020,1,02,07
2020-02-06,17233617253756.13,6019301405722.35,23252918659478.48,1,2020,2,2020,1,02,06
2020-02-05,17231851760064.99,6014663042399.93,23246514802464.92,1,2020,2,2020,1,02,05
2020-02-04,17231339167986.90,6014335863903.31,23245675031890.21,1,2020,2,2020,1,02,04
2020-02-03,17210560808395.08,5995320000062.71,23205880808457.79,1,2020,2,2020,1,02,03
2020-01-31,17212634807910.27,6011178074802.87,23223812882713.14,1,2020,2,2020,1,01,31
2020-01-30,17194272626660.47,6057290260703.85,23251562887364.32,1,2020,2,2020,1,01,30
2020-01-29,17188840195892.68,6056246765052.62,23245086960945.30,1,2020,2,2020,1,01,29
2020-01-28,17188354212009.22,6055571016168.97,23243925228178.19,1,2020,2,2020,1,01,28
2020-01-27,17176269107221.96,6046084094674.47,23222353201896.43,1,2020,2,2020,1,01,27
2020-01-24,17176424212742.16,6033276393018.84,23209700605761.00,1,2020,2,2020,1,01,24
2020-01-23,17176161533753.88,6030443690561.84,23206605224315.72,1,2020,2,2020,1,01,23
2020-01-22,17176915487937.35,6028302830336.66,23205218318274.01,1,2020,2,2020,1,01,22
2020-01-21,17177048615525.42,6033365301792.43,23210413917317.85,1,2020,2,2020,1,01,21
2020-01-17,17181334850319.92,6029890098050.99,23211224948370.91,1,2020,2,2020,1,01,17
2020-01-16,17181120501870.30,6023210997559.38,23204331499429.68,1,2020,2,2020,1,01,16
2020-01-15,17178181916235.20,6015912304482.11,23194094220717.31,1,2020,2,2020,1,01,15
2020-01-14,17147212900497.28,6021792610713.91,23169005511211.19,1,2020,2,2020,1,01,14
2020-01-13,17156747242357.46,6013065716482.34,23169812958839.80,1,2020,2,2020,1,01,13
2020-01-10,17156730423383.93,6010420553955.15,23167150977339.08,1,2020,2,2020,1,01,10
2020-01-09,17156951436901.08,6010945161191.49,23167896598092.57,1,2020,2,2020,1,01,09
2020-01-08,17157849214410.19,6004903652551.12,23162752866961.31,1,2020,2,2020,1,01,08
2020-01-07,17156739031334.51,6020202093992.42,23176941125326.93,1,2020,2,2020,1,01,07
2020-01-06,17164653477030.90,6012491408110.99,23177144885141.89,1,2020,2,2020,1,01,06
2020-01-03,17163322135882.56,6007124192808.07,23170446328690.63,1,2020,2,2020,1,01,03
2020-01-02,17162410209193.34,6009588924637.43,23171999133830.77,1,2020,2,2020,1,01,02
2019-12-31,17170442487631.56,6030937647175.17,23201380134806.73,1,2020,1,2019,4,12,31
2019-12-30,17133687951263.30,5975139843829.56,23108827795092.86,1,2020,1,2019,4,12,30
2019-12-27,17133179633230.29,5974589706602.12,23107769339832.41,1,2020,1,2019,4,12,27
2019-12-26,17114921532287.18,5972400639188.75,23087322171475.93,1,2020,1,2019,4,12,26
2019-12-24,17116045374902.84,5963938068506.90,23079983443409.74,1,2020,1,2019,4,12,24
2019-12-23,17132275166528.98,5981905300101.58,23114180466630.56,1,2020,1,2019,4,12,23
2019-12-20,17131413769703.14,5955271472320.52,23086685242023.66,1,2020,1,2019,4,12,20
2019-12-19,17131574400641.15,5956009095719.03,23087583496360.18,1,2020,1,2019,4,12,19
2019-12-18,17132697641060.15,5966856183994.63,23099553825054.78,1,2020,1,2019,4,12,18
2019-12-17,17130346074574.30,5981118871031.47,23111464945605.77,1,2020,1,2019,4,12,17
2019-12-16,17141625359793.44,5966557649720.72,23108183009514.16,1,2020,1,2019,4,12,16
2019-12-13,17088790373343.72,5961651806966.04,23050442180309.76,1,2020,1,2019,4,12,13
2019-12-12,17088776732111.07,5964943380167.07,23053720112278.14,1,2020,1,2019,4,12,12
2019-12-11,17105930691931.67,5963469881287.59,23069400573219.26,1,2020,1,2019,4,12,11
2019-12-10,17104589566400.81,5978501865873.80,23083091432274.61,1,2020,1,2019,4,12,10
2019-12-09,17123396867371.36,5973585563902.61,23096982431273.97,1,2020,1,2019,4,12,09
2019-12-06,17123206920733.52,5966843271253.47,23090050191986.99,1,2020,1,2019,4,12,06
2019-12-05,17122608802571.39,5968526353309.86,23091135155881.25,1,2020,1,2019,4,12,05
2019-12-04,17123729318548.02,5966184780449.53,23089914098997.55,1,2020,1,2019,4,12,04
2019-12-03,17122442409062.30,5965828341899.47,23088270750961.77,1,2020,1,2019,4,12,03
2019-12-02,17133902192278.59,5971073106850.13,23104975299128.72,1,2020,1,2019,4,12,02
2019-11-29,17105420783631.03,5970778150916.67,23076198934547.70,1,2020,1,2019,4,11,29
2019-11-27,17072351276237.79,6003714120196.29,23076065396434.08,1,2020,1,2019,4,11,27
2019-11-26,17071257086475.21,6021932712936.84,23093189799412.05,1,2020,1,2019,4,11,26
2019-11-25,17060306138874.47,6012424356441.07,23072730495315.54,1,2020,1,2019,4,11,25
2019-11-22,17059820593055.93,6012021561108.74,23071842154164.67,1,2020,1,2019,4,11,22
2019-11-21,17059142871902.76,5992105240170.92,23051248112073.68,1,2020,1,2019,4,11,21
2019-11-20,17050292172908.28,6003128250600.77,23053420423509.05,1,2020,1,2019,4,11,20
2019-11-19,17048355480877.07,6017821390918.82,23066176871795.89,1,2020,1,2019,4,11,19
2019-11-18,17045852074072.08,6004928791951.75,23050780866023.83,1,2020,1,2019,4,11,18
2019-11-15,17045105021855.79,5998577053060.12,23043682074915.91,1,2020,1,2019,4,11,15
2019-11-14,17022143220211.93,5994520407447.45,23016663627659.38,1,2020,1,2019,4,11,14
2019-11-13,17009935889179.38,5994921865367.88,23004857754547.26,1,2020,1,2019,4,11,13
2019-11-12,17009766613761.61,6005323130329.02,23015089744090.63,1,2020,1,2019,4,11,12
2019-11-08,17004584006573.19,6001752127491.23,23006336134064.42,1,2020,1,2019,4,11,08
2019-11-07,17004656452724.54,5999366480734.91,23004022933459.45,1,2020,1,2019,4,11,07
2019-11-06,16990346243791.22,5995487779019.95,22985834022811.17,1,2020,1,2019,4,11,06
2019-11-05,16990131413110.42,5995884119195.93,22986015532306.35,1,2020,1,2019,4,11,05
2019-11-04,16979202987130.20,5986504946835.32,22965707933965.52,1,2020,1,2019,4,11,04
2019-11-01,16979126135934.57,5974098108084.30,22953224244018.87,1,2020,1,2019,4,11,01
2019-10-31,16981310915367.49,6027098649127.50,23008409564494.99,1,2020,1,2019,4,10,31
2019-10-30,16931770448757.39,6031456037850.99,22963226486608.38,1,2020,1,2019,4,10,30
2019-10-29,16930793643091.26,6035526247495.21,22966319890586.47,1,2020,1,2019,4,10,29
2019-10-28,16919472433392.30,6031065866467.41,22950538299859.71,1,2020,1,2019,4,10,28
2019-10-25,16919260555240.92,6029651416225.56,22948911971466.48,1,2020,1,2019,4,10,25
2019-10-24,16919308704863.87,6023850983912.06,22943159688775.93,1,2020,1,2019,4,10,24
2019-10-23,16904659048361.14,6021943176226.26,22926602224587.40,1,2020,1,2019,4,10,23
2019-10-22,16903297018125.32,6037642187202.68,22940939205328.00,1,2020,1,2019,4,10,22
2019-10-21,16892961507239.77,6029492968085.73,22922454475325.50,1,2020,1,2019,4,10,21
2019-10-18,16893139099180.82,6025754302156.40,22918893401337.22,1,2020,1,2019,4,10,18
2019-10-17,16893171764066.81,6025622998409.33,22918794762476.14,1,2020,1,2019,4,10,17
2019-10-16,16876992286322.34,6020820684906.52,22897812971228.86,1,2020,1,2019,4,10,16
2019-10-15,16875489754055.11,6027399269024.16,22902889023079.27,1,2020,1,2019,4,10,15
2019-10-11,16825472625533.73,6018144955819.91,22843617581353.64,1,2020,1,2019,4,10,11
2019-10-10,16825548997915.93,6017200112254.66,22842749110170.59,1,2020,1,2019,4,10,10
2019-10-09,16808686016948.99,6015172713100.54,22823858730049.53,1,2020,1,2019,4,10,09
2019-10-08,16808699625202.65,6030653462949.63,22839353088152.28,1,2020,1,2019,4,10,08
2019-10-07,16817661721629.09,6019243405860.13,22836905127489.22,1,2020,1,2019,4,10,07
2019-10-04,16817669845663.51,6016759920537.53,22834429766201.04,1,2020,1,2019,4,10,04
2019-10-03,16818109419010.97,6011346270897.65,22829455689908.62,1,2020,1,2019,4,10,03
2019-10-02,16804268345666.79,6023266654862.86,22827535000529.65,1,2020,1,2019,4,10,02
2019-10-01,16803227280467.93,5995252461853.99,22798479742321.92,1,2020,1,2019,4,10,01
2019-09-30,16809092325171.80,5910309428261.98,22719401753433.78,1,2019,4,2019,3,09,30
2019-09-27,16764390251004.74,5858294423359.69,22622684674364.43,1,2019,4,2019,3,09,27
2019-09-26,16746339300499.33,5863618318308.81,22609957618808.14,1,2019,4,2019,3,09,26
2019-09-25,16733463541338.65,5873964828449.99,22607428369788.64,1,2019,4,2019,3,09,25
2019-09-24,16733330036854.81,5889440653147.18,22622770690001.99,1,2019,4,2019,3,09,24
2019-09-23,16737256715576.25,5873197137817.31,22610453853393.56,1,2019,4,2019,3,09,23
2019-09-20,16736741800799.41,5868891158865.73,22605632959665.14,1,2019,4,2019,3,09,20
2019-09-19,16736457737524.45,5873738860512.22,22610196598036.67,1,2019,4,2019,3,09,19
2019-09-18,16723191497980.95,5866972972384.96,22590164470365.91,1,2019,4,2019,3,09,18
2019-09-17,16722768994867.96,5880173650003.53,22602942644871.49,1,2019,4,2019,3,09,17
2019-09-16,16720462392608.28,5865819265211.05,22586281657819.33,1,2019,4,2019,3,09,16
2019-09-13,16700774934516.88,5856796600797.21,22557571535314.09,1,2019,4,2019,3,09,13
2019-09-12,16700408677824.67,5857372423633.72,22557781101458.39,1,2019,4,2019,3,09,12
2019-09-11,16684921432102.41,5854585281943.03,22539506714045.44,1,2019,4,2019,3,09,11
2019-09-10,16684840342310.58,5873300820413.09,22558141162723.67,1,2019,4,2019,3,09,10
2019-09-09,16673859575567.61,5863564140898.54,22537423716466.15,1,2019,4,2019,3,09,09
2019-09-06,16673414549532.49,5859342950058.90,22532757499591.39,1,2019,4,2019,3,09,06
2019-09-05,16673309581043.19,5858508112262.47,22531817693305.66,1,2019,4,2019,3,09,05
2019-09-04,16660540698787.36,5856757256851.82,22517297955639.18,1,2019,4,2019,3,09,04
2019-09-03,16660283553124.11,5838744577047.17,22499028130171.28,1,2019,4,2019,3,09,03
2019-08-30,16596815590260.74,5863651035691.63,22460466625952.37,1,2019,4,2019,3,08,30
2019-08-29,16570396844388.86,5897398287062.78,22467795131451.64,1,2019,4,2019,3,08,29
2019-08-28,16557511279372.44,5899321659743.80,22456832939116.24,1,2019,4,2019,3,08,28
2019-08-27,16557143867682.79,5915216929647.01,22472360797329.80,1,2019,4,2019,3,08,27
2019-08-26,16532087064372.55,5908695551502.37,22440782615874.92,1,2019,4,2019,3,08,26
2019-08-23,16531957992826.06,5898849796436.07,22430807789262.13,1,2019,4,2019,3,08,23
2019-08-22,16531722730938.48,5898929478643.22,22430652209581.70,1,2019,4,2019,3,08,22
2019-08-21,16517891095886.52,5896707033785.18,22414598129671.70,1,2019,4,2019,3,08,21
2019-08-20,16516850759018.38,5911150932691.49,22428001691709.87,1,2019,4,2019,3,08,20
2019-08-19,16491489964515.03,5904855044396.22,22396345008911.25,1,2019,4,2019,3,08,19
2019-08-16,16491441952619.57,5898117590316.17,22389559542935.74,1,2019,4,2019,3,08,16
2019-08-15,16491484413957.12,5893902815015.32,22385387228972.44,1,2019,4,2019,3,08,15
2019-08-14,16457201444193.17,5884939342927.15,22342140787120.32,1,2019,4,2019,3,08,14
2019-08-13,16457659378734.62,5901670806329.84,22359330185064.46,1,2019,4,2019,3,08,13
2019-08-12,16437389559832.95,5893944213740.24,22331333773573.19,1,2019,4,2019,3,08,12
2019-08-09,16437180615134.39,5889326114688.02,22326506729822.41,1,2019,4,2019,3,08,09
2019-08-08,16437453559652.55,5890434584107.11,22327888143759.66,1,2019,4,2019,3,08,08
2019-08-07,16437000073896.91,5884542144242.92,22321542218139.83,1,2019,4,2019,3,08,07
2019-08-06,16437554826884.24,5884859028395.94,22322413855280.18,1,2019,4,2019,3,08,06
2019-08-05,16442053458094.56,5878931572230.99,22320985030325.55,1,2019,4,2019,3,08,05
2019-08-02,16440631717429.67,5873668819348.70,22314300536778.37,1,2019,4,2019,3,08,02
2019-08-01,16246630031126.64,5776149901351.34,22022779932477.98,1,2019,4,2019,3,08,01
2019-07-31,16211185016302.46,5811183838560.73,22022368854863.19,1,2019,4,2019,3,07,31
2019-07-30,16213518723570.69,5808858171140.43,22022376894711.12,1,2019,4,2019,3,07,30
2019-07-29,16216569720218.09,5805781410365.54,22022351130583.63,1,2019,4,2019,3,07,29
2019-07-26,16219771618812.24,5803023993840.25,22022795612652.49,1,2019,4,2019,3,07,26
2019-07-25,16217519900097.02,5805423874973.35,22022943775070.37,1,2019,4,2019,3,07,25
2019-07-24,16216591266625.73,5805950589892.69,22022541856518.42,1,2019,4,2019,3,07,24
2019-07-23,16203882611569.88,5818808801130.86,22022691412700.74,1,2019,4,2019,3,07,23
2019-07-22,16211001269249.60,5811667934479.73,22022669203729.33,1,2019,4,2019,3,07,22
2019-07-19,16214945885223.52,5808173647899.91,22023119533123.43,1,2019,4,2019,3,07,19
2019-07-18,16215671269416.63,5807598366247.76,22023269635664.39,1,2019,4,2019,3,07,18
2019-07-17,16215855259886.28,5806504356409.14,22022359616295.42,1,2019,4,2019,3,07,17
2019-07-16,16204897156844.02,5817613970576.25,22022511127420.27,1,2019,4,2019,3,07,16
2019-07-15,16212102245454.95,5810386911863.48,22022489157318.43,1,2019,4,2019,3,07,15
2019-07-12,16217849671906.63,5805095892394.49,22022945564301.12,1,2019,4,2019,3,07,12
2019-07-11,16217448073568.61,5805649646512.37,22023097720080.98,1,2019,4,2019,3,07,11
2019-07-10,16219942298799.06,5802729757222.77,22022672056021.83,1,2019,4,2019,3,07,10
2019-07-09,16202451595716.18,5820373558108.86,22022825153825.04,1,2019,4,2019,3,07,09
2019-07-08,16210038956949.00,5812753522918.40,22022792479867.40,1,2019,4,2019,3,07,08
2019-07-05,16212103315525.56,5811149362631.44,22023252678157.00,1,2019,4,2019,3,07,05
2019-07-03,16215942933610.33,5807056832578.34,22022999766188.67,1,2019,4,2019,3,07,03
2019-07-02,16200812642668.62,5822341814429.95,22023154457098.57,1,2019,4,2019,3,07,02
2019-07-01,16214109444748.58,5809018012280.83,22023127457029.41,1,2019,4,2019,3,07,01
2019-06-28,16188422046434.70,5834860570640.75,22023282617075.45,1,2019,3,2019,2,06,28
2019-06-27,16161668692617.82,5864044932103.36,22025713624721.18,1,2019,3,2019,2,06,27
2019-06-26,16161695584055.50,5863615570230.28,22025311154285.78,1,2019,3,2019,2,06,26
2019-06-25,16149758194167.03,5875709683100.23,22025467877267.26,1,2019,3,2019,2,06,25
2019-06-24,16157310707044.81,5868133511846.05,22025444218890.86,1,2019,3,2019,2,06,24
2019-06-21,16167072340355.94,5858844464905.89,22025916805261.83,1,2019,3,2019,2,06,21
2019-06-20,16168931623578.88,5857142735850.78,22026074359429.66,1,2019,3,2019,2,06,20
2019-06-19,16173315959062.76,5851810625018.78,22025126584081.54,1,2019,3,2019,2,06,19
2019-06-18,16160487041534.78,5864798674588.88,22025285716123.66,1,2019,3,2019,2,06,18
2019-06-17,16180966057902.25,5844291207322.51,22025257265224.76,1,2019,3,2019,2,06,17
2019-06-14,16190456188443.50,5835281478783.83,22025737667227.33,1,2019,3,2019,2,06,14
2019-06-13,16187556532343.61,5838341270580.65,22025897802924.26,1,2019,3,2019,2,06,13
2019-06-12,16190248759467.87,5835218455854.46,22025467215322.33,1,2019,3,2019,2,06,12
2019-06-11,16176744322503.20,5848885651180.75,22025629973683.95,1,2019,3,2019,2,06,11
2019-06-10,16183754388627.01,5841842695410.72,22025597084037.73,1,2019,3,2019,2,06,10
2019-06-07,16197828793373.27,5828259068836.87,22026087862210.14,1,2019,3,2019,2,06,07
2019-06-06,16197469983785.98,5828781466949.54,22026251450735.52,1,2019,3,2019,2,06,06
2019-06-05,16202012743134.63,5823783660661.80,22025796403796.43,1,2019,3,2019,2,06,05
2019-06-04,16207390709226.90,5818570434408.40,22025961143635.30,1,2019,3,2019,2,06,04
2019-06-03,16221746854694.83,5804180458267.31,22025927312962.14,1,2019,3,2019,2,06,03
2019-05-31,16202282783139.21,5824141099887.17,22026423883026.38,1,2019,3,2019,2,05,31
2019-05-30,16167856716338.72,5859567398479.88,22027424114818.60,1,2019,3,2019,2,05,30
2019-05-29,16181758266402.76,5845197721726.15,22026955988128.91,1,2019,3,2019,2,05,29
2019-05-28,16187508622132.60,5839613926131.66,22027122548264.26,1,2019,3,2019,2,05,28
2019-05-24,16189012209342.99,5838569833941.15,22027582043284.14,1,2019,3,2019,2,05,24
2019-05-23,16193863476376.73,5833885590506.99,22027749066883.72,1,2019,3,2019,2,05,23
2019-05-22,16190381946850.90,5836297169401.24,22026679116252.14,1,2019,3,2019,2,05,22
2019-05-21,16175713760497.24,5851133137848.20,22026846898345.44,1,2019,3,2019,2,05,21
2019-05-20,16183132491559.86,5843662116218.92,22026794607778.78,1,2019,3,2019,2,05,20
2019-05-17,16187191251086.57,5840107030355.73,22027298281442.30,1,2019,3,2019,2,05,17
2019-05-16,16190629626492.13,5836836546810.53,22027466173302.66,1,2019,3,2019,2,05,16
2019-05-15,16194202614005.68,5832771222639.87,22026973836645.55,1,2019,3,2019,2,05,15
2019-05-14,16180902605342.64,5846239872445.44,22027142477788.08,1,2019,3,2019,2,05,14
2019-05-13,16186329486594.77,5840759317165.41,22027088803760.18,1,2019,3,2019,2,05,13
2019-05-10,16190147557701.02,5837447220802.70,22027594778503.72,1,2019,3,2019,2,05,10
2019-05-09,16189383305579.42,5838380187113.75,22027763492693.17,1,2019,3,2019,2,05,09
2019-05-08,16192135944859.75,5835129055577.33,22027265000437.08,1,2019,3,2019,2,05,08
2019-05-07,16179686204183.90,5847748128768.35,22027434332952.25,1,2019,3,2019,2,05,07
2019-05-06,16187342733017.79,5839987516696.74,22027330249714.53,1,2019,3,2019,2,05,06
2019-05-03,16197140195969.10,5830694074178.06,22027834270147.16,1,2019,3,2019,2,05,03
2019-05-02,16184529368527.07,5843472921623.80,22028002290150.87,1,2019,3,2019,2,05,02
2019-05-01,16200427108406.33,5827072664090.24,22027499772496.57,1,2019,3,2019,2,05,01
2019-04-30,16192789476576.03,5834878723443.44,22027668200019.47,1,2019,3,2019,2,04,30
2019-04-29,16167603157398.99,5859617354178.99,22027220511577.98,1,2019,3,2019,2,04,29
2019-04-26,16168424448179.69,5859301454430.21,22027725902609.90,1,2019,3,2019,2,04,26
2019-04-25,16168871716889.89,5859022662346.15,22027894379236.04,1,2019,3,2019,2,04,25
2019-04-24,16169442413839.39,5857308431792.72,22026750845632.11,1,2019,3,2019,2,04,24
2019-04-23,16164505978676.74,5862413424776.40,22026919403453.14,1,2019,3,2019,2,04,23
2019-04-22,16179171534606.47,5847693757511.28,22026865292117.75,1,2019,3,2019,2,04,22
2019-04-19,16185899632704.08,5841473696350.39,22027373329054.47,1,2019,3,2019,2,04,19
2019-04-18,16187505143961.04,5840037528809.59,22027542672770.63,1,2019,3,2019,2,04,18
2019-04-17,16194644834727.50,5832381640520.90,22027026475248.40,1,2019,3,2019,2,04,17
2019-04-16,16187884775531.92,5839313109641.44,22027197885173.36,1,2019,3,2019,2,04,16
2019-04-15,16198884759922.81,5828263617180.70,22027148377103.51,1,2019,3,2019,2,04,15
2019-04-12,16219233320909.82,5808431620869.03,22027664941778.85,1,2019,3,2019,2,04,12
2019-04-11,16220451062975.04,5807386064813.00,22027837127788.04,1,2019,3,2019,2,04,11
2019-04-10,16224285153442.49,5803037907346.54,22027323060789.03,1,2019,3,2019,2,04,10
2019-04-09,16209945774334.55,5817551224701.05,22027496999035.60,1,2019,3,2019,2,04,09
2019-04-08,16217448195590.20,5810000938800.53,22027449134390.73,1,2019,3,2019,2,04,08
2019-04-05,16224242279839.62,5803730733142.72,22027973012982.34,1,2019,3,2019,2,04,05
2019-04-04,16225463575610.86,5802684085978.93,22028147661589.79,1,2019,3,2019,2,04,04
2019-04-02,16228710267266.42,5798868841666.12,22027579108932.54,1,2019,3,2019,2,04,02
2019-04-01,16230093228645.41,5797611759079.08,22027704987724.49,1,2019,3,2019,2,04,01
2019-03-29,16204392002372.97,5823488154655.02,22027880157027.99,1,2019,2,2019,1,03,29
2019-03-28,16241176637435.61,5787935843306.27,22029112480741.88,1,2019,2,2019,1,03,28
2019-03-27,16208783119587.78,5819114675789.64,22027897795377.42,1,2019,2,2019,1,03,27
2019-03-26,16192696863788.91,5835375238562.29,22028072102351.20,1,2019,2,2019,1,03,26
2019-03-25,16198798980110.57,5829199563414.67,22027998543525.24,1,2019,2,2019,1,03,25
2019-03-22,16211811079841.81,5816707848045.06,22028518927886.87,1,2019,2,2019,1,03,22
2019-03-21,16212163556778.11,5816528826554.99,22028692383333.10,1,2019,2,2019,1,03,21
2019-03-20,16216193637711.23,5811896174465.11,22028089812176.34,1,2019,2,2019,1,03,20
2019-03-19,16201738970858.32,5826523669114.61,22028262639972.93,1,2019,2,2019,1,03,19
2019-03-18,16213853688297.72,5814337115187.22,22028190803484.94,1,2019,2,2019,1,03,18
2019-03-15,16218563037553.50,5810143025621.46,22028706063174.96,1,2019,2,2019,1,03,15
2019-03-14,16217120166414.15,5811757648918.34,22028877815332.49,1,2019,2,2019,1,03,14
2019-03-13,16219378552868.28,5808894478771.97,22028273031640.25,1,2019,2,2019,1,03,13
2019-03-12,16203831827627.46,5824612305801.74,22028444133429.20,1,2019,2,2019,1,03,12
2019-03-11,16215316709386.78,5813054596422.66,22028371305809.44,1,2019,2,2019,1,03,11
2019-03-08,16219553075496.25,5809328415043.10,22028881490539.35,1,2019,2,2019,1,03,08
2019-03-07,16220220884752.42,5808830664250.45,22029051549002.87,1,2019,2,2019,1,03,07
2019-03-06,16222050679017.62,5806306520637.42,22028357199655.04,1,2019,2,2019,1,03,06
2019-03-05,16222451778062.35,5806072770323.31,22028524548385.66,1,2019,2,2019,1,03,05
2019-03-04,16222052344948.56,5806394780703.67,22028447125652.23,1,2019,2,2019,1,03,04
2019-03-01,16221749401198.23,5807196579103.42,22028945980301.65,1,2019,2,2019,1,03,01
2019-02-28,16250898044728.34,5864628400870.73,22115526445599.07,1,2019,2,2019,1,02,28
2019-02-27,16211944636922.25,5862373231935.70,22074317868857.95,1,2019,2,2019,1,02,27
2019-02-26,16212363527329.47,5877596273592.53,22089959800922.00,1,2019,2,2019,1,02,26
2019-02-25,16200951332736.31,5866144631722.08,22067095964458.39,1,2019,2,2019,1,02,25
2019-02-22,16201577219408.92,5861980080191.24,22063557299600.16,1,2019,2,2019,1,02,22
2019-02-21,16183759171869.69,5855530710756.18,22039289882625.87,1,2019,2,2019,1,02,21
2019-02-20,16186326651098.56,5853436546140.68,22039763197239.24,1,2019,2,2019,1,02,20
2019-02-19,16185653238798.50,5855013716281.97,22040666955080.47,1,2019,2,2019,1,02,19
2019-02-15,16171035270138.29,5854512677340.08,22025547947478.37,1,2019,2,2019,1,02,15
2019-02-14,16165843663662.34,5849764782834.93,22015608446497.27,1,2019,2,2019,1,02,14
2019-02-13,16171729243243.29,5848384016479.72,22020113259723.01,1,2019,2,2019,1,02,13
2019-02-12,16172213721069.82,5863554428390.07,22035768149459.89,1,2019,2,2019,1,02,12
2019-02-11,16157240020401.40,5855600871283.92,22012840891685.32,1,2019,2,2019,1,02,11
